uniqueId,teamName,condition,timezone,stageName,stageDay,goalSetComplete,firstTaskGoal,addTaskGoals,addFirstRelGoal,addRelGoals,addRelGoalsLater,Inclusion_Dimension_1,Inclusion_Dimension_2
78021467,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,3,TRUE,I will meet [team member] to prioritize and schedule trainings for them after today's lunch.,,,I will develop an Employee of the Month initiative by end of the day today.,,Uniqueness,
78021467,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,2,TRUE,I will offer guidance to [team member] at our meeting today.,,,I will praise the technical achievements of John at today’s meeting.,I will develop an employee of the month initiative by the end of today.,Uniqueness,
78021467,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,1,TRUE,I will offer guidance to a team member in a meeting today,,,I will offer praise to a team member today about successful completion of a task,,Uniqueness,
78021467,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,4,TRUE,* I will ensure everyone has a chance to speak in today's team meeting.,,,* I will explain [team member] how organizational inclusive practices are aligned with our team's goals at today's coffee-break.,,Belongingness,
78021467,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,2,TRUE,* I will ensure everyone has a chance to speak in today's team meeting.,,,* I will identify and document at least three new opportunities to improve inclusive practices before lunch today.,,Belongingness,
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,4,TRUE,Allow a day in the future for them to wear something of meaning to them to work,,Send an email to each of them to thank them for their work,,,Uniqueness,Appreciation
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,1,TRUE,I want to encourage employees to speak up in meetings,,Say thank you to at least 5 members,,,Uniqueness,Appreciation
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,I will thank each of my employees for their work,,,,,Belongingness,
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,5,TRUE,Take time to meet with each employee individually and go over goals,,,,,Uniqueness,
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,3,TRUE,Have a morning meeting asking each employee to talk about a skill they have,,Bring in bagels and coffee this morning,,,Uniqueness,Appreciation
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,Have a short but fun meeting where we share with each other,,Talk to each employee and make sure they are comfortable with their career plans,,,Belongingness,OrgEfforts
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,Make sure everyone has a say in meetings today,,Make sure everyone has a say in meetings today,,,Belongingness,OrgEfforts
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,Have a team meeting and start it with talk about the weekend plans,,Say please and thank you to everyone,,,Belongingness,OrgEfforts
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,Have a conversation with each member about stuff outside of work,,,,,Belongingness,
10721355,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,2,TRUE,Find out what interests they have outside of work and talk to them about it,,Offering to help with workloads,,,Uniqueness,Appreciation
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting,3,TRUE,Right now my employees uniqueness fosters their time being in the tasks and following how they are able to be time bound and responsible,,,,,Uniqueness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting,1,TRUE," Relevant|Being relevant, it is necessary for our team to be in focus about the task at hand to not be behind",,,,,Uniqueness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting,2,TRUE,To see what they bring to the task and what unique perspectives they can do. Whenever an employee brings an idea that no one has thought of and can be implemented. We can appreciate their standing out,,,We would show on how our team can focus on our goals and how to be on topic with our task. We can appreciate how our team is on top of the task and how they prioritize their time and skills to achieve what we have to do,Our goal would be to chat on a meeting and see how everyone is up to date and what else is needed,Uniqueness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,4,TRUE,Being a better communicator and seeing what issues come up and they need helped with,,,I’d like to let them know about their team building and their quality of work and how they feel appreciated,,Belongingness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,6,TRUE,Cooperating and finding their weakness and helping them to improve on it,,,Getting my team to focus on the task and getting their responsibilities done on time,,Belongingness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,5,TRUE,Cooperating with my team and making sure we’re on the same plan and task,,,,,Belongingness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting,5,TRUE,Help them to strive for a better work ethic and to be sure they get the job done,,,,,Uniqueness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,3,TRUE,I would help you cooperate with my team and see what they like up do. Or have a lunch break at a fun place to bond with everyone,,,,,Belongingness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting,4,TRUE,Being specific on their task and knowing what they do and taking care of what they need to do,,,I would appreciate and show they are achievable for their time and showing a thank you for their work,Having to do what I have to do for a free weekend,Uniqueness,
77116960,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,2,TRUE,Seeing what we all enjoy and cohabit our hobbies and sharing our favorite things to do,,,Helping to show our team abilities to improve workflow and to open their ideas into what else goes behind the scenes,,Belongingness,
53049046,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,1,TRUE,"*I will encourage each one of my members to contribute ideas necessary for the projects ahead.*I will collect at least 2 suggestions and solutions from each member.*I will schedule a meeting session later today where they can share their diverse ideas, this will help to improve the team’s creative problem-solving",I will encourage voluntary participation and provide a comfortable space for them to share their ideas.I will encourage diversity of thought,I will publicly appreciate each members for their contributions towards our set goals..I will dedicate time to call out team members achievements weekly..I will motivate them yo give their best,,,Uniqueness,Appreciation
53049046,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,2,TRUE,I will encourage my team members to focus on a specific strength and skills that sets them apart from one another at today’s meeting..I will challenge them to push their boundaries at the end of today’s meeting..I will empower my team members by encouraging them to use their creativity in a way that will benefit the team at the end of the week,,I will appreciate my team members by recognising their specific accomplishments at our meeting today..I will provide more meaningful feedback at the meeting today..I will highlight how their abilities led to the success of our project and show them that I value their hard work at the today’s meeting ..I will develop an employee of the month initiatives by the end of today,,,Uniqueness,Appreciation
53049046,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I will ensure every team members have a good relationship with one another and speak up on where changes need to be made..I will organise a team building workshop to strengthen their sense of belonging,,I will explain to the PowerfulGrowth members how organisational inclusive practices are aligned with our team’s goal at today’s meeting..I will identify new opportunities to improve inclusive practices at the meeting today,,,Belongingness,OrgEfforts
53049046,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,I will ensure every team members have a good relationship with one another and speak up on where changes need to be made..I will organise a team building workshop to strengthen their sense of belonging,,I will explain to the powerfulGrowth team how important inclusive practice is to our goal today..I will explain to the PowerfulGrowth members how organisational inclusive practices are aligned with our team’s goal at today’s meeting..I will identify new opportunities to improve inclusive practices at the meeting today,,,Belongingness,OrgEfforts
53049046,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE,I will meet the PowerfulGrowth members today to prioritize trainings for them according to their post...I will offer guidance to the PowerfulGrowth team at today's meeting..I will reassure them and support them wherever is needed today,,I will show appreciation to my team by giving incentives to the most hardworking team member at the end of the week ..I will let them know that I appreciate their effort towards our goal,,,Uniqueness,Appreciation
53049046,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,I will ensure everyone has a chance of speaking about their choices at today’s meeting..I will organise a team building workshop to foster a sense of belonging ..I will also create feedback sessions to ensure all voices are heard and value,,I will implement mandatory cultural competency training for all the PowerfulGrowth team members at today’s meeting,I will explain to the PowerfulGrowth members how organisational inclusive practices are aligned with our team’s goal at today’s meeting,,Belongingness,OrgEfforts
53049046,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,"*I will encourage each one of PowerfuGrowth members to contribute ideas necessary for the projects ahead in today’s meeting ..*I will collect at least 2 suggestions and solutions from each PowerGrowth member today ..*I will schedule a meeting session later today where they can share their diverse ideas, this will help to improve the team’s creative problem-solving.",,I will show appreciation to my team by giving incentives to the most hardworking team member at the end of the week ..I will let them know that I appreciate their effort towards our goal,,,Uniqueness,Appreciation
